,lyrics,album,year,title
302,"[Verse 1]
We met out on open streets when we had no place to go
I remember how my heart beat when you said ""I love you so""
Then little by little, we choked out all the life that our love could hold
Oh no

[Chorus]
It was like we had a noose and baby, without check
We pulled 'til it grew tighter around our necks
Each one waiting for the other, darlin', to say when
Well baby, you can meet me tonight on the loose end

[Verse 2]
We didn't count tomorrows, we took what we could and baby, we ran
There was no time for sorrow, every place we went I held your hand
And when the night closed in, I was sure your kisses told me all I had to know
But oh no

[Chorus]
It was like we had a noose and baby, without check
We pulled 'til it grew tighter around our necks
Each one waiting for the other, darlin', to say when
Well baby, you can meet me tonight on the loose end

[Saxophone Solo]

[Verse 3]
Our love has fallen around us like we said it never could
We saw it happen to all the others, but to us, it never would
Well, how could something so bad, darlin', come from something that was so good?
I don't know

[Chorus]
It was like we had a noose and baby, without check
We pulled 'til it grew tighter around our necks
Each one waiting for the other, darlin', to say when
Well baby, you can meet me tonight on the loose end

[Outro]
On the loose end
On the loose end
On the loose end
On the loose end
On the loose end
On the loose end
On the loose end
On the loose end",Tracks,1998,Loose Ends
303,"[Verse 1]
Early North Jersey industrial skyline
I'm an all-set cobra jet creepin' through the night time
Gotta find a gas station, gotta find a pay phone
This turnpike sure is spooky at night when you're all alone

[Chorus]
I'm living on the edge of the world
Tryin' to get my girl on the line
Livin' on the edge of the world
But I think I'm just wasting my time
Some jerk keeps breaking my connection, girl
'Cause I'm living on the edge of the world
Living on the edge of the world

[Verse 2]
Radio, radio, hear the tale of heartbreak
Jersey in the morning like a lunar landscape
I got a counter girl at the Exit 24 HoJo
Down past the refinery towers where the great black river flows

[Chorus]
I'm living on the edge of the world
Tryin' to get back to you, girl
Livin' on the edge of the world
Tryin' to get a message through
I gotta make a connection, girl
Because I'm living on the edge of the world
Living on the edge of the world

[Verse 3]
Radio's jammed with gospel stations
Lost souls callin' long distance salvation
Hey mister deejay, gotta hear my last prayer
It's a hey ho rock and roll, deliver me from nowhere

[Chorus]
Living on the edge of the world
Tryin' to get back to you, girl
Livin' on the edge of the world
Tryin' to get a message through
I gotta make some connection, girl
Because I'm living on the edge of the world
Living on the edge
I gotta make some connection, girl
Because I'm living on the edge of the world
Living on the edge of the world

[Bridge]
Now my boss don't dig me 'cause he put me on the night shift
It takes me two hours to get back to where my baby lives
In the wee wee hours, my mind gets hazy
Relay towers, won't you lead me to my baby?
'Neath the overpass, the trooper hits his party lights switch
Good night, good luck, one, two, powershift!
[Outro]
Living on the edge of the world
Living on the edge of the world
Living on the edge of the world
Living on the edge of the world
Living on the edge of the world
Living on the edge of the world
Living on the edge of the world
Living on the edge of the world
Living on the edge of the world",Tracks,1998,Living On The Edge Of The World
304,"[Verse 1]
When we fight and I wanna talk it out
You won't say nothin', nothin' at all
You just sit there, you won't open that pretty mouth
I think you like keepin' my back up against the wall

[Chorus]
Wages of sin, you keep me payin'
Wages of sin for the wrongs that I've done
Wages of sin, you keep me payin'
Wages of sin, one by one

[Verse 2]
I walk in the apartment, there's clothes thrown all over the place
You're crouched in the corner with makeup runnin' down your face
I don't wanna believe what my, what my heart keeps sayin'
You keep me on the line, so you can keep me payin'

[Chorus]
Wages of sin, we keep payin'
Wages of sin for the wrongs that we've done
Wages of sin, yeah, we keep payin'
Wages of sin, that's how we have our fun
Ah

[Instrumental Break]

[Verse 3]
I remember when I was a little boy out, out where the cottonwoods grow tall
Tryin' to make it home through the forest before the darkness falls
Baby, all the sounds I heard, even if they weren't real
I was runnin' down that broken path with the devil snappin' at my heels

[Pre-Chorus]
I tried so hard, so hard in every way
Swore someday I'd grow up and just throw it all away
Cried all the tears, baby, that I could cry
Stomached all my fear 'til they came rushin' up inside
Darlin', I'm losin' and it's a mean game
Still I play on and on just the same

[Chorus]
Wages of sin, yeah, I keep payin'
Wages of sin for some wrong that I've done
Wages of sin, well, I keep payin'
Wages of sin, one by one

[Outro]
Ah",Tracks,1998,Wages Of Sin
305,"[Intro]
Oh, one two three four

[Verse 1]
Last night I dreamed we was runnin' through the outlands
Tears streamin', your pretty face all a wreck
(I held your daddy's gun in my tremblin' hands)
And down the highway another stranger comes
You gotta take 'em, baby, when they come

[Verse 2]
Little girl, put on your best dress
'Cause we're goin' out on the town tonight
(Better bring along a switchblade)
'Cause for sure some fool's gonna wanna fight
You gotta take 'em, baby, as they come

[Chorus]
You gotta take 'em
Take 'em as they come, girl
Take 'em as they come, girl
Take 'em as they come, girl
Take 'em, baby, as they come

[Verse 3]
God save the rider in the black night
Save the man who taught that it was right
(To do what they have done, girl)
To become what we have become
You gotta take 'em, baby, when they come

[Verse 4]
Little girl, gone are the days
Faded away into a clear blue night
(And all the vows that we made)
Lie shattered and broken in the morning light
You gotta take 'em, baby, when they come

[Chorus]
You gotta take 'em
Take 'em as they come, girl
Take 'em as they come, girl
Take 'em as they come, girl
Take 'em, baby, as they come

[Bridge]
I know your heart is breakin'
I can feel it too, girl
Though my finger on the trigger's shakin'
Here I swear to you, girl

[Verse 5]
If I could take all your sorrow
So that you'd never cry, girl, or be blue
(Come tomorrow, girl)
What I'd do for you, little one
I swear I'll take 'em, baby, when they come
[Chorus]
Take 'em
Take 'em as they come, girl
Take 'em as they come, girl
Take 'em as they come, girl
Take 'em baby as they come
Take 'em
Take 'em as they come, girl
Take 'em as they come, girl
Take 'em as they come, girl
Take 'em, baby, as they come

[Outro]
Take 'em, baby, as they come
Take 'em, baby, as they come
Take 'em, baby, as they come
Take 'em, baby, as they come",Tracks,1998,Take 'Em as They Come
306,"[Verse 1]
Your scrapbook's filled with pictures of all your leading men
Well baby, don't put my picture in there with them
Don't make us some little girl's dream that can't ever come true
That only serves to hurt and make you cry like you do
Well baby, don't do it to me and I won't do it to you

[Verse 2]
You've seen all the romantic movies, you dream and take the boys home
But when the action fades you're left all alone
You deserve better than this, little girl, can't you see you do?
Do you need somebody to prove it to you?
Well, you prove it to me and I'll prove it to you

[Bridge]
Now every night you go out looking for true love's satisfaction
But in the morning you end up settling for lights, camera, action

[Verse 3]
And another cameo role with some bit player you're befriending
You're gonna go broken-hearted looking for that happy ending
Well girl, you're gonna end up just another lonely ticket sold
Cryin' alone in the theater as the credits roll
You say I'll be like those other guys
Who filled your head with pretty lies
And dreams that can never come true
Well baby, you be true to me and I'll be true to you
[Outro]
Woah
Ooh yeah yeah, yeah
Woah
Ooh yeah yeah, ooh yeah
Ooh yeah",Tracks,1998,Be True
307,"[Intro]
One two three four

[Verse 1]
Well, look out, Mama, your little girl, she has changed
She cut her baby curls and she's got her act rearranged
Look out, Daddy, what she needs now, she can't find at home

[Chorus]
Oh Ricky wants a man of her
She wants a man of her
Ricky wants a man of her own

[Verse 2]
Mama says her little girl won't talk to her anymore
She just goes in her room, turns on the radio, and shuts the door
She's got her own bathroom, TV, stereo, extension phone

[Chorus]
Oh but Mama, Ricky wants a man of her
She wants a man of her
Ricky wants a man of her own

[Bridge]
Well Daddy says when he drops her off Friday night at the gym
She slides way down in the front seat so the kids won't see her with him
She don't do no work, she won't tell nobody when she's coming home
She makes poor Daddy wait down on the corner at midnight all alone

[Verse 3]
She used to like me to take her to a ball game or a movie show
She used to make Daddy take his little girl where she wanna go
We're left peeking through the curtains every time that we hear a horn blow
I guess Ricky wants a man of her own

[Verse 4]
Yeah, my folks say ""Son, talk to her, she'll listen to you""
Yeah, she listens real nice and she does what she wants to do
Daddy says she wears her jeans so tight
""Well, you change 'em or you're stayin' home""

[Chorus]
Oh but Daddy, Ricky wants a man of her
She wants a man of her
Ricky wants a man of her own
She's almost grown
Ricky wants a man of her
She wants a man of her
Ricky wants a man of her own",Tracks,1998,Ricky Wants A Man Of Her Own
308,"[Intro]
Two three four
One two three four
Hey

[Verse 1]
C'mon, let the frozen cities crumble, crumble and fall
That's alright, I don't mind at all
Let 'em all tumble right into the sea
Well, that's just fine, that's alright with me
Since you came down the line
I can't sleep at night, I got one thing on my mind

[Chorus]
That's every day, every night, I wanna be with you
I wanna be with you, that's what I wanna do
'Cause you're just so out of sight
I wanna be with you, that's what I wanna do

[Verse 2]
Now I lost my job at the Texaco station
'Cause instead of pumping gas I'd dream of you
I got thrown out of my house, I got such a bad reputation
'Cause all I wanna do is be seen with you
They gave me my pay and said walk
I don't care what they say, go ahead, let 'em all talk
[Chorus]
But 'til the world falls apart, I wanna be with you
I wanna be with you, that's what I wanna do
Until they rip out my heart
I wanna be with you, I wanna be with you
Well, that's all I wanna do (Alright)

[Saxophone Solo]
Let's go

[Bridge]
Hold tight, love me just a little bit
Alright, a little bit more
Tonight, tonight give me just a little kiss
No, I don't know, I don't know, I don't

[Verse 3]
I just can't understand it, you're not pretty at all
But I come when you whisper, I run when you call
When I see you on the streets, I fall on my face
I drop to my knees, I plead my case

[Chorus]
Oh, oh, I wanna be with you
I wanna be with you, that's what I wanna do
Oh, oh, I wanna be with you
I wanna be with you, that's all I wanna do
Oh, oh, I wanna be with you
I wanna be with you, darlin', don't you know?
Oh, oh, I wanna be with you
I wanna be with you because I love you so (Hey)",Tracks,1998,I Wanna Be With You
309,"[Verse 1]
Your scrapbook's filled with pictures of all your leading men
Well baby, don't put my picture in there with them
Don't make us some little girl's dream that can never come true
Oh baby, don't do it to me, I won't do it to you

[Chorus]
Mary Lou, I'm not like all those other guys
Mary Lou, I won't fill your pretty head with their pretty lies
Mary Lou, and dreams that never, never, never ever will come true
Mary Lou, that'd only serve to hurt and make you cry like you do

[Verse 2]
You've seen all the romantic movies, you dream and take the boys home
But when the action fades you're left all alone
You deserve better than this, a real love that can grow
And I ain't playin' outtakes, girl, from some late late show, no

[Chorus]
Oh, Mary Lou, you're not like all those others girls
Mary Lou, so afraid to shake up that neat little world (Go, Big Man)

[Saxophone Solo]

[Verse 3]
Every night you go out looking for true love and satisfaction
But you always end up settling for just lights, camera, action
And another cameo role with some bit player you're befriending
You're gonna go broken-hearted looking for that happy ending
[Chorus]
Mary Lou, I've seen all those movies too
Mary Lou, and I know the hurt too much dreaming can do
Mary Lou, you're gonna end up just another lonely ticket sold
Mary Lou, crying alone in the theatre as the credits roll (Let's go)",Tracks,1998,Mary Lou
310,"[Verse 1]
I met a little girl and I settled down
In a little house out on the edge of town
We got married and swore we'd never part
Then little by little we drifted from each other's hearts

[Verse 2]
At first I thought it was just restlessness
That would fade as time went by and our love grew deep
In the end it was something more, I guess
That tore us apart and made us weep

[Chorus 1]
And I'm driving a stolen car down on Eldridge Avenue
Each night I wait to get caught, but I never do

[Verse 3]
She asked if I remembered the letters I wrote
When our love was young and bold
She said last night she read those letters
And they made her feel one hundred years old

[Chorus 2]
I'm driving a stolen car on a pitch-black night
And I'm telling myself I'm gonna be alright
But I ride by night and I travel in fear
That in this darkness, I will disappear",Tracks,1998,Stolen Car
311,"[Verse 1]
Born down in a dead man's town
The first kick I took was when I hit the ground
End up like a dog that's been beat too much
'Til you spend half your life just coverin' up, now

[Chorus]
Born in the U.S.A.​
I was born in the U.S.A.​
I was born in the U.S.A.​
Born in the U.S.A. now

[Verse 2]
Got in a little hometown jam
So they put a rifle in my hand
Sent me off to a foreign land
To go and kill the yellow man

[Chorus]
Born in the U.S.A.​
I was born in the U.S.A.​
I was born in the U.S.A.​
I was born in the U.S.A.​

[Verse 3]
Come back home to the refinery
Hirin' man says, “Son, if it was up to me”
Went down to see my V.A. man
He said, “Son, don't you understand,” now
[Interlude]
Oh yeah
No, no
No, no, no

[Verse 4]
I had a brother at Khe Sanh
Fightin' off them Viet Cong
They're still there, he's all gone
He had a woman he loved in Saigon
I got a picture of him in her arms, now

[Verse 5]
Down in the shadow of the penitentiary
Out by the gas fires of the refinery
I'm ten years burnin' down the road
Nowhere to run, ain't got nowhere to go

[Chorus]
Born in the U.S.A.​
I was born in the U.S.A. now
Born in the U.S.A
I'm a long gone Daddy in the U.S.A. now
Born in the U.S.A.​
Born in the U.S.A.​
Born in the U.S.A.​
I'm a cool rocking Daddy in the U.S.A. now",Tracks,1998,Born In the U.S.A.
312,"[Intro]
One two three

[Verse 1]
Well, she drew out all her money from the Southern Trust
And put her little boy on a Greyhound bus
Leaving Memphis with a guitar in his hand
On a one-way ticket to the promised land
Hey, little girl with the red dress on
There's a party tonight down in Memphis town
I'll be going down there if you need a ride
The man on the radio says Elvis Presley's died

[Verse 2]
We drove down into Memphis, the sky was hard and black
Up over the ridge came a white Cadillac
They'd drawn out all his money and they laid him in the back
A woman cried from the roadside, ""Oh, he's gone, he's gone""
They found him slumped up against the drain
With a whole lotta troubles running through his veins
Bye-bye, Johnny, Johnny, bye-bye
You didn't have to die, you didn't have to die",Tracks,1998,Johnny Bye-Bye
313,"[Verse 1]
The runway rushed up at him
As he felt the wheels touch down
He stood out on the blacktop
And took a taxi into town
He got out down on Main Street
And went into a local bar
He bought a drink and found a seat
In a corner in the dark

[Verse 2]
Well, she called up her mama
To make sure the kids were out of the house
She checked herself out in the dining room mirror
And undid an extra button on her blouse
He felt her lying next to him
And the clock said 4:00 am
He was staring at the ceiling
He couldn't move his hands

[Chorus]
Oh mama, mama, mama, come quick
I've got the shakes and I'm gonna be sick
Throw your arms around me in the cold dark night
Hey now mama, don't shut out the light
Don't you shut out the light
Don't you shut out the light
Don't you shut out the light
Don't you shut out the light

[Verse 3]
Well, on his porch they stretched a banner
That said ""Johnny Welcome Home""
Bobby pulled his Ford out of the garage
And they polished up the chrome
His mama said ""Johnny, oh Johnny
I'm so glad to have you back with me""
His pa said he was sure they'd give him his job back
Down at the factory

[Chorus]
Now mama, mama, mama, come quick
I've got the shakes and I'm gonna be sick
Throw your arms around me in the cold dark night
Hey now mama, don't shut out the light
Don't you shut out the light
Don't you shut out the light
Don't you shut out the light
Don't you shut out the light

[Verse 4]
Well, deep in the dark forest
A forest filled with rain
Beyond a stretch of Maryland pines
There's a river without a name
In the cold black water
Now Johnson Lanier stands
He stares across the lights of the city
And dreams of where he's been
[Chorus]
Oh mama, mama, mama, come quick
I've got the shakes and I'm gonna be sick
Throw your arms around me in the cold dark night
Hey now mama, don't shut out the light
Don't you shut out the light
Don't you shut out the light
Don't you shut out the light
Don't you shut out the light
Don't you shut out the light
Don't you shut out the light",Tracks,1998,Shut Out The Light
314,"[Intro]
Yeah, alright, come on

[Verse 1]
Cynthia, when you come walkin' by, you're an inspiring sight
Cynthia, you don't smile or say hi, but baby, that's alright
'Cause I don't need to hold you or taste your kiss
I just like knowin', Cynthia, you exist
Oh, in a world like this

[Verse 2]
Cynthia, when you pass it seems like this whole town drops
Cynthia, or maybe it's just me, baby, and these fools stuck here punchin' this clock
Well, you give us a reason to stop just for a while
To stop, stand, baby, and salute your style
Yeah, Cynthia

[Chorus]
Well now, you ain't the finest thing I'll never have
And when you go, the hurt you leave, baby, it ain't so bad
No it ain't, Cynthia

[Bridge]
Yeah, there ain't a man in this whole town who'd say you ain't fine
You hear them guys talkin', tell me baby, do you mind?
Well, you make us happy, honey, when we feel sad
To see something so good in a world gone bad
There's still Cynthia, oh yeah

[Verse 3]
Cynthia, no one knows your number, no one knows where you live
Cynthia, I wonder do you understand this strange thing you give?
Yeah, well baby, is it your style? The mystery in your smile?
Or just how cool you walk in a world gone wild?
Oh, tell me if you will, Cynthia

[Chorus]
Well, I gotta be pretty naïve to believe in you
I know you ain't ever gonna be my dream come true
That's alright, I got other dreams as good as you, Cynthia

[Outro]
Yeah now baby, now this ain't no come-on
Ah, walk on, Cynthia, walk on
That's right, yeah, go ahead
You make me holler, yeah, yeah, alright
I said yeah, yeah, alright
Well, she's a yeah, yeah, alright
I said yeah, yeah, alright
Well, it's a yeah, yeah, alright
Well, she's a yeah, yeah, alright
I say yeah, yeah, alright
Yeah, yeah, alright",Tracks,1998,Cynthia
315,"[Verse 1]
At night I go to bed, but I just can't sleep
I got somethin' runnin' around my head that just won't keep
In the silence I hear my heart beatin', time slippin' away
I got a time bomb tickin' deep inside of me, tell you what I wanna say

[Pre-Chorus]
I keep searchin' for you, darlin'
Searchin' everywhere I go
And when I find you there's gonna be
Just one thing that you gotta know
One thing you gotta know

[Chorus]
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down

[Verse 2]
At night I walk the streets, lookin' for romance
But I always end up stumblin' in a half-trance
I search for a connection in some new eyes
But they're hard for protection from too many dreams passed by

[Pre-Chorus]
I see you standin' across the room
Watchin' me without a sound
I'm gonna push my way through that crowd
I'm gonna tear all your walls down
Tear all your walls down
[Chorus]
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down

[Instrumental Break]

[Pre-Chorus]
Well, hold still now, darlin'
Hold still, for God's sake
'Cause I got me a promise
I ain't afraid to make
I ain't afraid to make

[Chorus]
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down
My love, love, love, love, love, love
Will not let you down (Woo!)",Tracks,1998,My Love Will Not Let You Down
316,"[Verse 1]
Hey there, mister
Can you tell me what happened to the seeds I've sown?
Can you gimme a reason, sir
As to why they've never grown?
They've just blown around from town to town
'Til they're back out on to these fields
Yeah, where they fall from my hand
Back into the dirt of this hard land (Come on)

[Verse 2]
Now me and my sister
From Germantown, yeah, we did ride
Well, we made our bed, sir
From the rock on the mountainside
We've been blowin' around from town to town
Lookin' for a place to land
Where the sun bursts through the clouds to fall like a circle
Like a circle of fire down on this hard land

[Verse 3]
Now even the rain it don't come 'round
Don't come 'round here no more
And the only sound at night's the wind
Slammin' that back-porch door
It just stirs you up like it wants to just blow you down
Twistin' and churnin' up the sand
And leavin' all them scarecrows lyin' face down
Face down in the dirt of this hard land
[Harmonica Solo]

[Verse 4]
From a building up on the hill
I can hear a tape deck blastin' ""Home on the Range""
And I can see them Bar-M choppers
Sweepin' low across the plains
And it's me and you, Frank, we're lookin' for lost cattle
Our hooves twistin' and churnin' up the sand
We're ridin' in the whirlwind, searchin' for lost treasure
Way down south of the Rio Grande
We're ridin' 'cross that river in the moonlight
Yeah, up onto the banks of this hard land

[Verse 5]
Hey Frank, won't you pack your bags
And meet me tonight down at Liberty Hall?
Now just one kiss from you, my brother
And we'll ride until we fall
We'll sleep in the fields, we'll sleep by the rivers
And in the morning we'll make a plan
Well, if you can't make it stay hard, stay hungry, stay alive, if you can
And meet me in a dream of this hard land (Oh)

[Harmonica Solo]",Tracks,1998,This Hard Land
317,"[Verse 1]
Dark weekends in the sun out on Chelsea Road
Descending the stairs, oh Frankie, my one
Check your makeup in the mirror, c'mon babe, let's go
We'll dance 'round this dirty town 'til the night is all done
Let all the finer things sleep alone tonight
Let all the minor kings lose their thrones tonight
Don't worry about us, baby, we'll be alright

[Verse 2]
Well, everybody's dyin', this town's closing down
They're all sittin' down at the courthouse waiting for 'em to take the flag down
I see strange flashes in the sky up above
Gonna spend the night at the drive-in with the one that I love
At dusk, the stars all appear on the screen
Yeah, just like they do each night in my dreams
But tonight's no dream, Frankie, I can feel myself too
Well, now and forever, babe, my love is for you
(Here we go, hit it)

[Chorus]
Walk softly tonight, little stranger
Yeah, into these shadows we're passin' through
Talk softly tonight, little angel
You make all my dream worlds come true (Whoo)
[Harmonica Solo]

[Verse 3]
Well, lately I've been standin' out in the freezin' rain
Readin' them want ads out on Chelsea Road
I'm wingin' down the street in search of new games
Hustlin' through these nightlights' diamond glow
Well, Frankie, I don't know what I'm gonna find
Maybe nothin' at all, maybe a world I can call mine
Shinin' like these streetlights down here on the strand
Bright as the rain in the palm of your hand

[Chorus]
Walk softly tonight, little stranger
Into the shadows where lovers go
Talk softly to me, little angel
Whisper your secrets so soft and low
Walk softly tonight, little stranger
Into the shadows where lovers go
Talk softly to me, little angel
Whisper your secrets so soft and low
Talk softly tonight, little angel
Into the shadows where lovers go
Talk softly to me, little stranger
Whisper your secrets, babe, soft and low
[Post-Chorus]
Talk softly to me
Talk softly to me
Talk softly to me
Talk softly to me

[Harmonica Solo]
One two three, go

[Saxophone Solo]
One two three, go",Tracks,1998,Frankie
318,"[Intro]
A-one two three four

[Verse 1]
I woke up last night shakin' from a dream
For in that dream, I died
My wife rolled over and told me
That my life would be immortalized
Not in some major motion picture
Or great American novel, you see
No, they're gonna make a TV movie outta me

[Chorus]
Well now, it's one two three, you take the money
Yeah, it's as easy as A B C
Yeah, they're gonna make a TV movie outta me

[Verse 2]
Well, they can change my name or they can leave it
Yeah, they can change my story too
Or they can make me black or Chinese
And do things that I never did do
They're gonna give my life a whole new ending
And put me in prime time first-run
And when it's over, what I did there will be what I done
[Chorus]
Well, now I don't want my name in a history book
Nobody's ever gonna see
No, they're gonna make a TV movie outta me
(Let's rock and roll alright, oh yeah)

[Instrumental Break]

[Chorus]
Yeah, well, it's one two three, you take the money
I mean it's as easy as A B C
Well, they're gonna make a TV movie outta me
(One more verse now)

[Verse 3]
Well, I'm a shoo-in for a sponsor
Goodyear blimp and radial wheels
Somebody had a meeting somewhere
Somehow somebody made a deal
Well, I was one of them kinds of stories
That everybody liked to see
Yeah, they're gonna make a TV movie outta me

[Chorus]
Now, I don't want no inscription on my gravestone
No long soliloquy
No, they're gonna make a TV movie outta me
(One more time)
Well, it's one two three, you take the money
I mean it's easy as A B C
Yeah, they're gonna make a TV movie outta me (Alright)",Tracks,1998,TV Movie
319,"[Verse 1]
Well Jimmy Lee was hookin' 'round the far turn
Of a funky southern Florida dirt track
He had mud caked on his goggles
And a screamin' 350 stacked up on his back
Well, as he passed the stands, he was feelin' all tuckered out
When through the roar of his engine he heard somebody shout
""Stand on it, come on boy, stand on it""

[Verse 2]
Mary Beth started to drift, she hit the shift
But she just couldn't get a hand on it
Racin' some Red Hill boys
She had the deed to the ranch and a grand on it
With eight grand blowin' hot on the red line
She blew past a hitchhiker out on Route 39
He hollered, ""Stand on it, go ahead, baby, stand on it""

[Chorus]
Well now, when in doubt
And you can't figure it out
Just stand on it
Well, if your mind's confused
You don't know what you're gonna do
Well buddy, stand on it
Well, if you've lost control of the situation at hand
Go grab a girl and see a rock and roll band
And stand on it
Come on man, stand on it (Stand on it, boys)
[Guitar Solo]

[Verse 3]
Well now Columbus, he discovered America
Even though he hadn't planned on it
He got lost and woke up one morning
When he was about to land on it
He wouldn't have got out of Italy, man, that's for sure
Without Queen Isabella standing on the shore
Shouting, ""Stand on it, go ahead, man, stand on it""

[Chorus]
Yeah, well, when in doubt
And you can't figure it out
Buddy, stand on it
Well, if your mind's confused
You don't know what you're gonna do
Then buddy, stand on it
Well, if you've lost control of the situation at hand
Grab a girl, go see a rock and roll band
And stand on it
Come on man, stand on it

[Verse 4]
Bobby was leadin' the pack, he settled back
And he got ready for the long haul
Well, fifty yards from the finish line
Somebody roared up and they blew him into the wall
Well, he rolled over twice, lucky to survive
Layin' in the back of the ambulance more dead than alive
Somebody shouted, ""Man, you call that drivin'?
Why didn't you stand on it?"" (Come on)
[Outro]
Stand on it
Come on boy, stand on it
Come on man, stand on it
Come on boy, stand on it
Come on babe, stand on it
Come on man, stand on it
Come on, let's stand on it (Oh, whoo)",Tracks,1998,Stand On It
320,"[Verse 1]
You broke my heart, tore it apart
Thought it was cute, thought it was smart
But now I'm back and I've got the strength of ten
So I got a message for you, my friend

[Chorus]
I'm Daniel waitin' in the lion's den
Daniel waitin' for that lion to come
Daniel waitin' in the lion's den
Dum dum dee dum dum dee dee dum dum

[Verse 2]
That old lion's mean and long in the tooth
And like you, baby, he's out on the loose
Messin' hearts up time and time again
Well, it's time for that messin' to end

[Chorus]
I'm Daniel waitin' in the lion's den
Daniel waitin' for that lion to come
I'm Daniel waitin' in the lion's den
Dum dum dee dum dum dee dee dum dum (Here we go)

[Saxophone Solo]

[Verse 3]
At night I hear you out prowlin' around
Tearin' guys up, scarin' 'em down
Now all that growlin's gonna come to no end
'Cause I'm just bidin' my time, my little friend

[Chorus]
I'm like Daniel waitin' in the lion's den
Daniel waitin' for that lion to come
Daniel waitin' in the lion's den
Dum dum dee dum dum dee dee dum dum

[Outro]
Dum dum dee dum dum dee dee dum dum
Dum dum dee dum dum dee dee dum dum
Dum dum dee dum dum dee dee dum dum
Dum dum dee dum dum dee dee dum dum
Dum dum dee dum dum dee dee dum dum
Dum dum dee dum dum dee dee dum dum
Dum dum dee dum dum dee dee dum dum",Tracks,1998,Lion's Den
321,"[Verse 1]
Well my name is Catherine LeFevre
I work at the Astrowash on Sunset and Vine
I drop my kids at school in the morning
And I pick 'em up at Mary's just 'fore suppertime

[Chorus]
Well, I work down at the car wash
For a dollar and a dime
And mister, I hate my boss
It's at the car wash, I'm doing my time

[Verse 2]
Pick up my water bottle and my towel, sir
And I take 'em one by one
From Mercedes to VWs
I do 'em all and I don't favor none

[Chorus]
Well, I work down at the car wash
For a dollar and a dime
And mister, I hate my boss
It's at the car wash, I'm doing my time

[Guitar Solo]

[Verse 3]
Well, someday I'll sing in a night club
I'll get a million-dollar break
A handsome man will come here with a contract in his hand
And say, ""Catherine, this has all been some mistake""

[Chorus]
Well, I work down at the car wash
For a dollar and a dime
Well mister, I hate my boss
It's at the car wash, I'm doing my time (Yeah)
It's at the car wash, I'm doing my time
It's at the car wash, I'm doing my time",Tracks,1998,Car Wash
322,"[Verse 1]
Billy got out of prison but he wasn't right
Some like to drink or gamble, Billy liked to fight
He tracked back to his home state of Maryland
Went to his mom's mobile home where she took him in, alright

[Chorus]
Rockaway the days, rockaway the nights
Gimme something to last me, baby, 'til the morning light
I ain't lookin' for trouble, I ain't lookin' for a fight
Honey, rockaway these days, rockaway these nights

[Verse 2]
Well, at a picnic one Sunday, Billy met Mary Dove
Mary looked at Billy, Billy fell in love
Billy swore to Mary he'd always love her so
They were married in the valley where the river flows, alright

[Chorus]
Yeah, rockaway the days, rockaway the nights
Gimme something to last me, darlin', 'til the morning light
I ain't lookin' for trouble, I ain't lookin' for a fight
Honey, rockaway these days, rockaway these nights

[Verse 3]
At a roadside bar Billy argued with a young man
And he settled that argument with a razor in his hand
With blood on his shirt, back to Mary he did run
She sighed, ""Billy, oh Billy, what have you done?""

[Verse 4]
He ran to his ma's trailer, but the lights were dim
He pounded on the door, she wouldn't let him in
Up the road to a neighbor's house, he drew near
They said ""Billy, go away, we don't want no trouble 'round here""

[Verse 5]
Well, Billy stole a car and headed out on the road
Pocketful of pills and his brain on overload
Seen some lights in his rearview mirror, panicked and gave her the gun
Wrapped himself 'round a telephone pole way out on 101

[Verse 6]
Well, Billy got cut out by the highway patrol
Just lay there with the cars passin' on slow
Sheriff told Billy's ma that Billy died
She buried his body by the riverside, alright

[Chorus]
Yeah, rockaway the days, rockaway the nights
Gimme something to last me, baby, 'til the morning light
I ain't lookin' for trouble, I ain't lookin' for a fight
Honey, rockaway the days, rockaway the nights (Yeah, alright)

[Verse 7]
Well, rich man want the power and the seat on the top
Poor man want the money that the rich man got
Honey, tonight I'm feeling so tired and unsure
Come on in, Mary, shut the light, close the door
[Chorus]
Yeah, rockaway the days, rockaway the nights
Gimme something to last me, darlin', 'til the morning light
I ain't lookin' for trouble, I ain't lookin' for a fight
Honey, rockaway these days, rockaway these nights (Yeah, alright)

[Outro]
Yeah, alright
Yeah, alright
Well, alright
Well, alright",Tracks,1998,Rockaway The Days
